Loaded problem from /home/jordan/antoine/cuADMM/examples/plato/TXT/swissroll/
              vector length: 320400
      number of constraints: 3380
           number of blocks: 1
  number of non-zeros in At: 330537
   number of non-zeros in b: 3379
   number of non-zeros in C: 800

Analysis of the blk vector:
        1 matrices of size 800 (large)

Analysis of the large matrices sizes:
    size of large matrices: 800 
  number of large matrices:   1 
    total size of large matrices: 640000
  sum of sizes of large matrices: 800
    nb large (with multiplicity): 1
  large matrices start indices: 0 640000 

Analysis of the small matrices sizes:
    size of small matrices: 
  number of small matrices: 
    total size of small matrices: 0
  sum of sizes of small matrices: 0
    nb small (with multiplicity): 0
  small matrices start indices: 0 

 -------------------------------------------------------------------------------
                                    cuADMM
 -------------------------------------------------------------------------------
 norm of C = 2.9e+01, norm of b = 3.8e+02

  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma | 
 20600 | 1.88e-01 1.89e-01 | -2.3261e+04 -8.6676e+06 9.95e-01 | 411.3 | 5.4e-02 |
 20700 | 1.82e-01 1.60e-01 | -2.3981e+04 -8.3579e+06 9.94e-01 | 413.3 | 5.4e-02 |
 20800 | 1.73e-01 2.01e-01 | -2.4490e+04 -7.8803e+06 9.94e-01 | 415.2 | 3.2e-02 |
 20900 | 1.67e-01 1.61e-01 | -2.5119e+04 -7.5422e+06 9.93e-01 | 417.2 | 5.4e-02 |
 21000 | 1.60e-01 1.53e-01 | -2.5704e+04 -7.2291e+06 9.93e-01 | 419.2 | 5.4e-02 |
 21100 | 1.53e-01 1.87e-01 | -2.6177e+04 -6.8562e+06 9.92e-01 | 421.2 | 3.2e-02 |
 21200 | 1.48e-01 1.60e-01 | -2.6770e+04 -6.5903e+06 9.92e-01 | 423.1 | 5.4e-02 |
 21300 | 1.45e-01 1.32e-01 | -2.7564e+04 -6.4400e+06 9.91e-01 | 425.1 | 9.0e-02 |
 21400 | 1.41e-01 1.30e-01 | -2.8132e+04 -6.2545e+06 9.91e-01 | 427.1 | 5.4e-02 |
 21500 | 1.36e-01 1.49e-01 | -2.8554e+04 -5.9995e+06 9.91e-01 | 429.1 | 4.2e-02 |
 21600 | 1.32e-01 1.32e-01 | -2.9127e+04 -5.8346e+06 9.90e-01 | 431.0 | 7.0e-02 |
 21700 | 1.29e-01 1.30e-01 | -2.9680e+04 -5.6787e+06 9.90e-01 | 433.0 | 5.4e-02 |
 21800 | 1.26e-01 1.26e-01 | -3.0251e+04 -5.5297e+06 9.89e-01 | 435.0 | 5.4e-02 |
 21900 | 1.22e-01 1.30e-01 | -3.0730e+04 -5.3464e+06 9.89e-01 | 437.0 | 5.4e-02 |
 22000 | 1.21e-01 1.17e-01 | -3.1446e+04 -5.2415e+06 9.88e-01 | 438.9 | 9.0e-02 |
 22100 | 1.19e-01 1.14e-01 | -3.1967e+04 -5.1103e+06 9.88e-01 | 440.9 | 5.4e-02 |
 22200 | 1.16e-01 1.18e-01 | -3.2397e+04 -4.9467e+06 9.87e-01 | 442.9 | 5.4e-02 |
 22300 | 1.14e-01 1.12e-01 | -3.2978e+04 -4.8408e+06 9.86e-01 | 444.9 | 7.0e-02 |
 22400 | 1.12e-01 1.19e-01 | -3.3390e+04 -4.6891e+06 9.86e-01 | 446.8 | 4.2e-02 |
 22500 | 1.11e-01 1.14e-01 | -3.3929e+04 -4.5762e+06 9.85e-01 | 448.8 | 7.0e-02 |
 22600 | 1.10e-01 1.06e-01 | -3.4737e+04 -4.5107e+06 9.85e-01 | 450.8 | 1.2e-01 |
 22700 | 1.08e-01 1.04e-01 | -3.5341e+04 -4.4278e+06 9.84e-01 | 452.8 | 7.0e-02 |
 22800 | 1.06e-01 1.14e-01 | -3.5733e+04 -4.2922e+06 9.83e-01 | 454.7 | 4.2e-02 |
 22900 | 1.05e-01 1.09e-01 | -3.6249e+04 -4.1914e+06 9.83e-01 | 456.7 | 7.0e-02 |
 23000 | 1.04e-01 1.02e-01 | -3.7027e+04 -4.1329e+06 9.82e-01 | 458.7 | 1.2e-01 |
 23100 | 1.03e-01 1.02e-01 | -3.7608e+04 -4.0585e+06 9.82e-01 | 460.7 | 7.0e-02 |
 23200 | 1.01e-01 1.04e-01 | -3.8083e+04 -3.9643e+06 9.81e-01 | 462.6 | 7.0e-02 |
 23300 | 1.01e-01 1.00e-01 | -3.8832e+04 -3.9098e+06 9.80e-01 | 464.6 | 1.2e-01 |
 23400 | 9.99e-02 9.63e-02 | -3.9742e+04 -3.8688e+06 9.80e-01 | 466.6 | 1.2e-01 |
 23500 | 9.88e-02 9.68e-02 | -4.0284e+04 -3.8004e+06 9.79e-01 | 468.6 | 7.0e-02 |
 23600 | 9.74e-02 1.03e-01 | -4.0678e+04 -3.7026e+06 9.78e-01 | 470.5 | 5.4e-02 |
 23700 | 9.64e-02 9.97e-02 | -4.1254e+04 -3.6378e+06 9.78e-01 | 472.5 | 9.0e-02 |
 23800 | 9.58e-02 9.53e-02 | -4.2145e+04 -3.6003e+06 9.77e-01 | 474.5 | 1.5e-01 |
 23900 | 9.53e-02 9.20e-02 | -4.2991e+04 -3.5636e+06 9.76e-01 | 476.4 | 1.2e-01 |
 24000 | 9.45e-02 9.23e-02 | -4.3492e+04 -3.5018e+06 9.75e-01 | 478.4 | 7.0e-02 |
 24100 | 9.33e-02 9.51e-02 | -4.3907e+04 -3.4229e+06 9.75e-01 | 480.4 | 7.0e-02 |
 24200 | 9.26e-02 9.21e-02 | -4.4578e+04 -3.3774e+06 9.74e-01 | 482.4 | 1.2e-01 |
 24300 | 9.19e-02 9.32e-02 | -4.5079e+04 -3.3197e+06 9.73e-01 | 484.3 | 7.0e-02 |
 24400 | 9.11e-02 9.08e-02 | -4.5724e+04 -3.2755e+06 9.72e-01 | 486.3 | 1.2e-01 |
 24500 | 9.05e-02 8.97e-02 | -4.6352e+04 -3.2326e+06 9.72e-01 | 488.3 | 9.0e-02 |
 24600 | 8.96e-02 9.12e-02 | -4.6843e+04 -3.1771e+06 9.71e-01 | 490.3 | 9.0e-02 |
 24700 | 8.89e-02 8.85e-02 | -4.7650e+04 -3.1451e+06 9.70e-01 | 492.2 | 1.5e-01 |
 24800 | 8.83e-02 8.78e-02 | -4.8249e+04 -3.1046e+06 9.69e-01 | 494.2 | 9.0e-02 |
 24900 | 8.73e-02 8.94e-02 | -4.8723e+04 -3.0519e+06 9.69e-01 | 496.2 | 9.0e-02 |
 25000 | 8.66e-02 8.65e-02 | -4.9502e+04 -3.0218e+06 9.68e-01 | 498.2 | 1.5e-01 |
 25100 | 8.61e-02 8.29e-02 | -5.0469e+04 -2.9997e+06 9.67e-01 | 500.1 | 1.5e-01 |
 25200 | 8.55e-02 8.23e-02 | -5.1010e+04 -2.9622e+06 9.66e-01 | 502.1 | 9.0e-02 |
 25300 | 8.46e-02 8.81e-02 | -5.1340e+04 -2.8985e+06 9.65e-01 | 504.1 | 5.4e-02 |
 25400 | 8.35e-02 8.76e-02 | -5.1790e+04 -2.8506e+06 9.64e-01 | 506.1 | 9.0e-02 |
 25500 | 8.28e-02 8.36e-02 | -5.2506e+04 -2.8232e+06 9.63e-01 | 508.1 | 1.5e-01 |
 25600 | 8.24e-02 8.02e-02 | -5.3385e+04 -2.8029e+06 9.63e-01 | 510.0 | 1.5e-01 |
 25700 | 8.19e-02 7.95e-02 | -5.3887e+04 -2.7683e+06 9.62e-01 | 512.0 | 9.0e-02 |
 25800 | 8.11e-02 8.27e-02 | -5.4197e+04 -2.7100e+06 9.61e-01 | 514.0 | 5.4e-02 |
 25900 | 8.03e-02 8.20e-02 | -5.4615e+04 -2.6659e+06 9.60e-01 | 516.0 | 9.0e-02 |
 26000 | 7.98e-02 7.92e-02 | -5.5287e+04 -2.6406e+06 9.59e-01 | 517.9 | 1.5e-01 |
 26100 | 7.94e-02 7.78e-02 | -5.5789e+04 -2.6085e+06 9.58e-01 | 519.9 | 9.0e-02 |
 26200 | 7.86e-02 8.01e-02 | -5.6090e+04 -2.5542e+06 9.57e-01 | 521.9 | 5.4e-02 |
 26300 | 7.79e-02 7.91e-02 | -5.6492e+04 -2.5129e+06 9.56e-01 | 523.9 | 9.0e-02 |
 26400 | 7.74e-02 7.69e-02 | -5.7140e+04 -2.4892e+06 9.55e-01 | 525.8 | 1.5e-01 |
 26500 | 7.71e-02 7.58e-02 | -5.7629e+04 -2.4589e+06 9.54e-01 | 527.8 | 9.0e-02 |
 26600 | 7.64e-02 7.78e-02 | -5.7927e+04 -2.4078e+06 9.53e-01 | 529.8 | 5.4e-02 |
 26700 | 7.57e-02 7.66e-02 | -5.8324e+04 -2.3691e+06 9.52e-01 | 531.8 | 9.0e-02 |
 26800 | 7.52e-02 7.48e-02 | -5.8963e+04 -2.3469e+06 9.51e-01 | 533.7 | 1.5e-01 |
 26900 | 7.49e-02 7.40e-02 | -5.9445e+04 -2.3186e+06 9.50e-01 | 535.7 | 9.0e-02 |
 27000 | 7.42e-02 7.60e-02 | -5.9737e+04 -2.2707e+06 9.49e-01 | 537.7 | 5.4e-02 |
 27100 | 7.36e-02 7.49e-02 | -6.0127e+04 -2.2343e+06 9.48e-01 | 539.7 | 9.0e-02 |
 27200 | 7.32e-02 7.32e-02 | -6.0753e+04 -2.2135e+06 9.47e-01 | 541.7 | 1.5e-01 |
 27300 | 7.29e-02 7.17e-02 | -6.1532e+04 -2.1979e+06 9.46e-01 | 543.6 | 1.5e-01 |
 27400 | 7.26e-02 7.13e-02 | -6.1984e+04 -2.1715e+06 9.44e-01 | 545.6 | 9.0e-02 |
 27500 | 7.20e-02 7.32e-02 | -6.2258e+04 -2.1266e+06 9.43e-01 | 547.6 | 5.4e-02 |
 27600 | 7.13e-02 7.24e-02 | -6.2627e+04 -2.0924e+06 9.42e-01 | 549.6 | 9.0e-02 |
 27700 | 7.09e-02 7.10e-02 | -6.3227e+04 -2.0728e+06 9.41e-01 | 551.5 | 1.5e-01 |
 27800 | 7.07e-02 6.96e-02 | -6.3981e+04 -2.0584e+06 9.40e-01 | 553.5 | 1.5e-01 |
 27900 | 7.04e-02 6.93e-02 | -6.4416e+04 -2.0338e+06 9.39e-01 | 555.5 | 9.0e-02 |
 28000 | 6.98e-02 7.13e-02 | -6.4681e+04 -1.9916e+06 9.37e-01 | 557.5 | 5.4e-02 |
 28100 | 6.92e-02 7.07e-02 | -6.5040e+04 -1.9594e+06 9.36e-01 | 559.5 | 9.0e-02 |
 28200 | 6.88e-02 6.93e-02 | -6.5628e+04 -1.9413e+06 9.35e-01 | 561.4 | 1.5e-01 |
 28300 | 6.85e-02 6.80e-02 | -6.6564e+04 -1.9308e+06 9.33e-01 | 563.4 | 2.5e-01 |
 28400 | 6.83e-02 6.72e-02 | -6.7263e+04 -1.9176e+06 9.32e-01 | 565.4 | 1.5e-01 |
 28500 | 6.80e-02 6.71e-02 | -6.7667e+04 -1.8946e+06 9.31e-01 | 567.4 | 9.0e-02 |
 28600 | 6.74e-02 6.93e-02 | -6.7915e+04 -1.8552e+06 9.29e-01 | 569.3 | 5.4e-02 |
 28700 | 6.68e-02 6.87e-02 | -6.8256e+04 -1.8252e+06 9.28e-01 | 571.3 | 9.0e-02 |
 28800 | 6.64e-02 6.74e-02 | -6.8818e+04 -1.8082e+06 9.27e-01 | 573.3 | 1.5e-01 |
 28900 | 6.61e-02 6.61e-02 | -6.9718e+04 -1.7986e+06 9.25e-01 | 575.3 | 2.5e-01 |
 29000 | 6.59e-02 6.49e-02 | -7.0843e+04 -1.7916e+06 9.24e-01 | 577.2 | 2.5e-01 |
 29100 | 6.57e-02 6.43e-02 | -7.1483e+04 -1.7797e+06 9.23e-01 | 579.2 | 1.5e-01 |
 29200 | 6.55e-02 6.44e-02 | -7.1851e+04 -1.7586e+06 9.21e-01 | 581.2 | 9.0e-02 |
 29300 | 6.49e-02 6.68e-02 | -7.2079e+04 -1.7221e+06 9.20e-01 | 583.2 | 5.4e-02 |
 29400 | 6.43e-02 6.61e-02 | -7.2395e+04 -1.6942e+06 9.18e-01 | 585.2 | 9.0e-02 |
 29500 | 6.38e-02 6.47e-02 | -7.2921e+04 -1.6785e+06 9.17e-01 | 587.1 | 1.5e-01 |
 29600 | 6.35e-02 6.35e-02 | -7.3774e+04 -1.6696e+06 9.15e-01 | 589.1 | 2.5e-01 |
 29700 | 6.33e-02 6.25e-02 | -7.4842e+04 -1.6634e+06 9.14e-01 | 591.1 | 2.5e-01 |
 29800 | 6.31e-02 6.19e-02 | -7.5447e+04 -1.6526e+06 9.13e-01 | 593.1 | 1.5e-01 |
 29900 | 6.28e-02 6.21e-02 | -7.5796e+04 -1.6332e+06 9.11e-01 | 595.0 | 9.0e-02 |
 30000 | 6.23e-02 6.48e-02 | -7.6012e+04 -1.5997e+06 9.09e-01 | 597.0 | 5.4e-02 |
 30100 | 6.16e-02 6.42e-02 | -7.6313e+04 -1.5740e+06 9.08e-01 | 599.0 | 9.0e-02 |
 30200 | 6.11e-02 6.26e-02 | -7.6814e+04 -1.5597e+06 9.06e-01 | 601.0 | 1.5e-01 |
 30300 | 6.08e-02 6.13e-02 | -7.7619e+04 -1.5518e+06 9.05e-01 | 602.9 | 2.5e-01 |
 30400 | 6.06e-02 6.03e-02 | -7.8903e+04 -1.5475e+06 9.03e-01 | 604.9 | 4.2e-01 |
 30500 | 6.05e-02 5.97e-02 | -7.9857e+04 -1.5422e+06 9.02e-01 | 606.9 | 2.5e-01 |
 30600 | 6.04e-02 5.94e-02 | -8.0391e+04 -1.5324e+06 9.00e-01 | 608.9 | 1.5e-01 |
 30700 | 6.00e-02 5.96e-02 | -8.0699e+04 -1.5147e+06 8.99e-01 | 610.8 | 9.0e-02 |
 30800 | 5.95e-02 6.02e-02 | -8.0943e+04 -1.4911e+06 8.97e-01 | 612.8 | 9.0e-02 |
 30900 | 5.91e-02 5.94e-02 | -8.1359e+04 -1.4773e+06 8.96e-01 | 614.8 | 1.5e-01 |
 31000 | 5.88e-02 5.88e-02 | -8.2050e+04 -1.4693e+06 8.94e-01 | 616.8 | 2.5e-01 |
 31100 | 5.86e-02 5.84e-02 | -8.2738e+04 -1.4616e+06 8.93e-01 | 618.7 | 1.9e-01 |
 31200 | 5.84e-02 5.84e-02 | -8.3147e+04 -1.4485e+06 8.91e-01 | 620.7 | 1.2e-01 |
 31300 | 5.81e-02 5.82e-02 | -8.3675e+04 -1.4382e+06 8.90e-01 | 622.7 | 1.9e-01 |
 31400 | 5.79e-02 5.78e-02 | -8.4553e+04 -1.4324e+06 8.89e-01 | 624.7 | 3.2e-01 |
 31500 | 5.77e-02 5.75e-02 | -8.5229e+04 -1.4252e+06 8.87e-01 | 626.6 | 1.9e-01 |
 31600 | 5.74e-02 5.76e-02 | -8.5624e+04 -1.4127e+06 8.86e-01 | 628.6 | 1.2e-01 |
 31700 | 5.71e-02 5.74e-02 | -8.6129e+04 -1.4028e+06 8.84e-01 | 630.6 | 1.9e-01 |
 31800 | 5.69e-02 5.70e-02 | -8.6969e+04 -1.3971e+06 8.83e-01 | 632.6 | 3.2e-01 |
 31900 | 5.67e-02 5.66e-02 | -8.8364e+04 -1.3939e+06 8.81e-01 | 634.5 | 5.4e-01 |
 32000 | 5.65e-02 5.62e-02 | -9.0156e+04 -1.3917e+06 8.78e-01 | 636.5 | 5.4e-01 |
 32100 | 5.65e-02 5.58e-02 | -9.1205e+04 -1.3882e+06 8.77e-01 | 638.5 | 3.2e-01 |
 32200 | 5.63e-02 5.56e-02 | -9.1809e+04 -1.3815e+06 8.75e-01 | 640.5 | 1.9e-01 |
 32300 | 5.61e-02 5.57e-02 | -9.2163e+04 -1.3696e+06 8.74e-01 | 642.4 | 1.2e-01 |
 32400 | 5.56e-02 5.70e-02 | -9.2378e+04 -1.3491e+06 8.72e-01 | 644.4 | 7.0e-02 |
 32500 | 5.50e-02 5.66e-02 | -9.2665e+04 -1.3333e+06 8.70e-01 | 646.4 | 1.2e-01 |
 32600 | 5.47e-02 5.58e-02 | -9.3140e+04 -1.3243e+06 8.69e-01 | 648.4 | 1.9e-01 |
 32700 | 5.44e-02 5.51e-02 | -9.3925e+04 -1.3192e+06 8.67e-01 | 650.3 | 3.2e-01 |
 32800 | 5.42e-02 5.46e-02 | -9.5221e+04 -1.3163e+06 8.65e-01 | 652.3 | 5.4e-01 |
 32900 | 5.41e-02 5.40e-02 | -9.7379e+04 -1.3148e+06 8.62e-01 | 654.3 | 9.0e-01 |
 33000 | 5.40e-02 5.32e-02 | -1.0019e+05 -1.3142e+06 8.58e-01 | 656.3 | 9.0e-01 |
 33100 | 5.39e-02 5.24e-02 | -1.0185e+05 -1.3135e+06 8.56e-01 | 658.2 | 5.4e-01 |
 33200 | 5.39e-02 5.19e-02 | -1.0277e+05 -1.3117e+06 8.55e-01 | 660.2 | 3.2e-01 |
 33300 | 5.37e-02 5.17e-02 | -1.0328e+05 -1.3072e+06 8.54e-01 | 662.2 | 1.9e-01 |
 33400 | 5.35e-02 5.21e-02 | -1.0356e+05 -1.2977e+06 8.52e-01 | 664.2 | 1.2e-01 |
 33500 | 5.30e-02 5.43e-02 | -1.0372e+05 -1.2805e+06 8.50e-01 | 666.1 | 7.0e-02 |
 33600 | 5.24e-02 5.40e-02 | -1.0392e+05 -1.2667e+06 8.48e-01 | 668.1 | 1.2e-01 |
 33700 | 5.21e-02 5.24e-02 | -1.0425e+05 -1.2581e+06 8.47e-01 | 670.1 | 1.9e-01 |
 33800 | 5.18e-02 5.12e-02 | -1.0470e+05 -1.2512e+06 8.46e-01 | 672.1 | 1.9e-01 |
 33900 | 5.15e-02 5.13e-02 | -1.0499e+05 -1.2397e+06 8.44e-01 | 674.0 | 1.2e-01 |
 34000 | 5.10e-02 5.21e-02 | -1.0523e+05 -1.2253e+06 8.42e-01 | 676.0 | 1.2e-01 |
 34100 | 5.06e-02 5.16e-02 | -1.0565e+05 -1.2172e+06 8.40e-01 | 678.0 | 1.9e-01 |
 34200 | 5.03e-02 5.06e-02 | -1.0633e+05 -1.2129e+06 8.39e-01 | 680.0 | 3.2e-01 |
 34300 | 5.00e-02 4.97e-02 | -1.0746e+05 -1.2108e+06 8.37e-01 | 682.0 | 5.4e-01 |
 34400 | 4.98e-02 4.92e-02 | -1.0833e+05 -1.2084e+06 8.35e-01 | 683.9 | 3.2e-01 |
 34500 | 4.97e-02 4.90e-02 | -1.0881e+05 -1.2042e+06 8.34e-01 | 685.9 | 1.9e-01 |
 34600 | 4.94e-02 4.94e-02 | -1.0909e+05 -1.1958e+06 8.33e-01 | 687.9 | 1.2e-01 |
 34700 | 4.90e-02 5.00e-02 | -1.0929e+05 -1.1838e+06 8.31e-01 | 689.9 | 1.2e-01 |
 34800 | 4.87e-02 4.95e-02 | -1.0964e+05 -1.1763e+06 8.29e-01 | 691.8 | 1.9e-01 |
 34900 | 4.85e-02 4.88e-02 | -1.1022e+05 -1.1717e+06 8.28e-01 | 693.8 | 3.2e-01 |
 35000 | 4.84e-02 4.81e-02 | -1.1120e+05 -1.1690e+06 8.26e-01 | 695.8 | 5.4e-01 |
 35100 | 4.82e-02 4.79e-02 | -1.1198e+05 -1.1658e+06 8.25e-01 | 697.8 | 3.2e-01 |
 35200 | 4.80e-02 4.78e-02 | -1.1245e+05 -1.1604e+06 8.23e-01 | 699.7 | 1.9e-01 |
 35300 | 4.78e-02 4.79e-02 | -1.1274e+05 -1.1513e+06 8.22e-01 | 701.7 | 1.2e-01 |
 35400 | 4.75e-02 4.78e-02 | -1.1311e+05 -1.1442e+06 8.20e-01 | 703.7 | 1.9e-01 |
 35500 | 4.73e-02 4.76e-02 | -1.1372e+05 -1.1402e+06 8.19e-01 | 705.7 | 3.2e-01 |
 35600 | 4.71e-02 4.73e-02 | -1.1474e+05 -1.1380e+06 8.17e-01 | 707.6 | 5.4e-01 |
 35700 | 4.70e-02 4.70e-02 | -1.1642e+05 -1.1370e+06 8.14e-01 | 709.6 | 9.0e-01 |
 35800 | 4.69e-02 4.66e-02 | -1.1859e+05 -1.1367e+06 8.11e-01 | 711.6 | 9.0e-01 |
 35900 | 4.68e-02 4.63e-02 | -1.1985e+05 -1.1362e+06 8.09e-01 | 713.6 | 5.4e-01 |
 36000 | 4.68e-02 4.61e-02 | -1.2056e+05 -1.1349e+06 8.08e-01 | 715.5 | 3.2e-01 |
 36100 | 4.66e-02 4.62e-02 | -1.2095e+05 -1.1316e+06 8.07e-01 | 717.5 | 1.9e-01 |
 36200 | 4.64e-02 4.66e-02 | -1.2117e+05 -1.1246e+06 8.05e-01 | 719.5 | 1.2e-01 |
 36300 | 4.62e-02 4.65e-02 | -1.2144e+05 -1.1183e+06 8.04e-01 | 721.5 | 1.9e-01 |
 36400 | 4.61e-02 4.60e-02 | -1.2190e+05 -1.1141e+06 8.03e-01 | 723.4 | 3.2e-01 |
 36500 | 4.60e-02 4.57e-02 | -1.2227e+05 -1.1084e+06 8.01e-01 | 725.4 | 1.9e-01 |
 36600 | 4.58e-02 4.58e-02 | -1.2250e+05 -1.0991e+06 7.99e-01 | 727.4 | 1.2e-01 |
 36700 | 4.55e-02 4.62e-02 | -1.2269e+05 -1.0874e+06 7.97e-01 | 729.4 | 1.2e-01 |
 36800 | 4.52e-02 4.59e-02 | -1.2302e+05 -1.0809e+06 7.96e-01 | 731.3 | 1.9e-01 |
 36900 | 4.50e-02 4.56e-02 | -1.2356e+05 -1.0773e+06 7.94e-01 | 733.3 | 3.2e-01 |
 37000 | 4.48e-02 4.53e-02 | -1.2446e+05 -1.0754e+06 7.93e-01 | 735.3 | 5.4e-01 |
 37100 | 4.47e-02 4.50e-02 | -1.2595e+05 -1.0744e+06 7.90e-01 | 737.3 | 9.0e-01 |
 37200 | 4.47e-02 4.47e-02 | -1.2842e+05 -1.0740e+06 7.86e-01 | 739.2 | 1.5e+00 |
 37300 | 4.46e-02 4.44e-02 | -1.3205e+05 -1.0739e+06 7.81e-01 | 741.2 | 1.9e+00 |
 37400 | 4.47e-02 4.40e-02 | -1.3455e+05 -1.0742e+06 7.77e-01 | 743.2 | 1.2e+00 |
 37500 | 4.46e-02 4.37e-02 | -1.3600e+05 -1.0747e+06 7.75e-01 | 745.2 | 7.0e-01 |
 37600 | 4.45e-02 4.35e-02 | -1.3682e+05 -1.0750e+06 7.74e-01 | 747.2 | 4.2e-01 |
 37700 | 4.44e-02 4.37e-02 | -1.3726e+05 -1.0745e+06 7.73e-01 | 749.1 | 2.5e-01 |
 37800 | 4.43e-02 4.44e-02 | -1.3749e+05 -1.0716e+06 7.73e-01 | 751.1 | 1.5e-01 |
 37900 | 4.42e-02 4.42e-02 | -1.3775e+05 -1.0680e+06 7.72e-01 | 753.1 | 2.5e-01 |
 38000 | 4.41e-02 4.37e-02 | -1.3802e+05 -1.0632e+06 7.70e-01 | 755.1 | 1.9e-01 |
 38100 | 4.40e-02 4.34e-02 | -1.3823e+05 -1.0565e+06 7.69e-01 | 757.0 | 1.5e-01 |
 38200 | 4.38e-02 4.33e-02 | -1.3841e+05 -1.0477e+06 7.67e-01 | 759.0 | 1.2e-01 |
 38300 | 4.35e-02 4.36e-02 | -1.3856e+05 -1.0369e+06 7.64e-01 | 761.0 | 9.0e-02 |
 38400 | 4.32e-02 4.33e-02 | -1.3876e+05 -1.0288e+06 7.62e-01 | 763.0 | 1.5e-01 |
 38500 | 4.30e-02 4.29e-02 | -1.3903e+05 -1.0230e+06 7.61e-01 | 764.9 | 1.5e-01 |
 38600 | 4.28e-02 4.31e-02 | -1.3920e+05 -1.0134e+06 7.58e-01 | 766.9 | 9.0e-02 |
 38700 | 4.26e-02 4.29e-02 | -1.3942e+05 -1.0057e+06 7.57e-01 | 768.9 | 1.5e-01 |
 38800 | 4.24e-02 4.26e-02 | -1.3980e+05 -1.0012e+06 7.55e-01 | 770.9 | 2.5e-01 |
 38900 | 4.22e-02 4.23e-02 | -1.4043e+05 -9.9877e+05 7.53e-01 | 772.9 | 4.2e-01 |
 39000 | 4.21e-02 4.19e-02 | -1.4134e+05 -9.9733e+05 7.52e-01 | 774.8 | 5.4e-01 |
 39100 | 4.20e-02 4.18e-02 | -1.4197e+05 -9.9541e+05 7.50e-01 | 776.8 | 3.2e-01 |
 39200 | 4.20e-02 4.17e-02 | -1.4233e+05 -9.9200e+05 7.49e-01 | 778.8 | 1.9e-01 |
 39300 | 4.18e-02 4.17e-02 | -1.4255e+05 -9.8584e+05 7.47e-01 | 780.8 | 1.2e-01 |
 39400 | 4.17e-02 4.18e-02 | -1.4271e+05 -9.7737e+05 7.45e-01 | 782.7 | 1.2e-01 |
 39500 | 4.15e-02 4.17e-02 | -1.4298e+05 -9.7211e+05 7.44e-01 | 784.7 | 1.9e-01 |
 39600 | 4.13e-02 4.15e-02 | -1.4343e+05 -9.6897e+05 7.42e-01 | 786.7 | 3.2e-01 |
 39700 | 4.12e-02 4.13e-02 | -1.4420e+05 -9.6716e+05 7.41e-01 | 788.7 | 5.4e-01 |
 39800 | 4.11e-02 4.11e-02 | -1.4548e+05 -9.6617e+05 7.38e-01 | 790.6 | 9.0e-01 |
 39900 | 4.10e-02 4.10e-02 | -1.4649e+05 -9.6510e+05 7.36e-01 | 792.6 | 5.4e-01 |
 40000 | 4.10e-02 4.09e-02 | -1.4708e+05 -9.6334e+05 7.35e-01 | 794.6 | 3.2e-01 |
 40100 | 4.10e-02 4.09e-02 | -1.4743e+05 -9.6013e+05 7.34e-01 | 796.6 | 1.9e-01 |
 40200 | 4.09e-02 4.10e-02 | -1.4764e+05 -9.5428e+05 7.32e-01 | 798.5 | 1.2e-01 |
 40300 | 4.07e-02 4.09e-02 | -1.4790e+05 -9.4941e+05 7.30e-01 | 800.5 | 1.9e-01 |
 40400 | 4.06e-02 4.08e-02 | -1.4834e+05 -9.4641e+05 7.29e-01 | 802.5 | 3.2e-01 |
 40500 | 4.05e-02 4.06e-02 | -1.4908e+05 -9.4467e+05 7.27e-01 | 804.5 | 5.4e-01 |
 40600 | 4.05e-02 4.05e-02 | -1.5031e+05 -9.4369e+05 7.25e-01 | 806.4 | 9.0e-01 |
 40700 | 4.04e-02 4.04e-02 | -1.5235e+05 -9.4319e+05 7.22e-01 | 808.4 | 1.5e+00 |
 40800 | 4.03e-02 4.02e-02 | -1.5500e+05 -9.4295e+05 7.18e-01 | 810.4 | 1.5e+00 |
 40900 | 4.03e-02 4.01e-02 | -1.5659e+05 -9.4269e+05 7.15e-01 | 812.3 | 9.0e-01 |
 41000 | 4.02e-02 4.00e-02 | -1.5753e+05 -9.4223e+05 7.14e-01 | 814.3 | 5.4e-01 |
 41100 | 4.02e-02 4.00e-02 | -1.5807e+05 -9.4122e+05 7.12e-01 | 816.3 | 3.2e-01 |
 41200 | 4.02e-02 4.02e-02 | -1.5838e+05 -9.3903e+05 7.11e-01 | 818.3 | 1.9e-01 |
 41300 | 4.01e-02 4.03e-02 | -1.5860e+05 -9.3556e+05 7.10e-01 | 820.2 | 1.9e-01 |
 41400 | 4.00e-02 4.02e-02 | -1.5897e+05 -9.3308e+05 7.09e-01 | 822.2 | 3.2e-01 |
 41500 | 4.00e-02 4.00e-02 | -1.5957e+05 -9.3133e+05 7.07e-01 | 824.2 | 5.4e-01 |
 41600 | 4.00e-02 3.98e-02 | -1.6005e+05 -9.2879e+05 7.06e-01 | 826.2 | 3.2e-01 |
 41700 | 3.99e-02 3.98e-02 | -1.6034e+05 -9.2449e+05 7.04e-01 | 828.1 | 1.9e-01 |
 41800 | 3.98e-02 4.00e-02 | -1.6053e+05 -9.1746e+05 7.02e-01 | 830.1 | 1.2e-01 |
 41900 | 3.96e-02 4.00e-02 | -1.6077e+05 -9.1214e+05 7.00e-01 | 832.1 | 1.9e-01 |
 42000 | 3.94e-02 3.98e-02 | -1.6119e+05 -9.0916e+05 6.99e-01 | 834.1 | 3.2e-01 |
